Name,Rating,Would Take Again (%),Difficulty,Department
Priscillia Lefebvre,4.1,86,2.3,Sociology & Anthropology
Yiagadeesen Samy,3.9,100,3.6,International Studies
Brigit Knecht,4.3,100,2.7,Communication
Kazi Islam,3.9,100,2.0,Economics
Tom Ray,4.3,100,2.4,Engineering
Natalie Mezey,3.4,100,3.0,French
Betty-Anne Daviss,2.6,0,2.8,Women's Studies
Ryan Katz-Rosene,4.1,67,2.8,Geography
Ian Cameron,4.3,100,2.6,English
Janet Siltanen,3.0,100,2.9,Sociology
Daniel Preece,4.0,0,2.1,Political Science
Joan Kuyek,3.8,100,3.0,Social Work
Frances Slaney,2.6,100,2.5,Anthropology
Alexandru Mineau,1.0,0,4.0,Economics
Matt Williams,4.5,100,2.7,Business
Eranga Ukwatta,3.5,100,2.0,Systems Engineering
Masud Taj,4.1,100,3.7,Architecture
Glen Williams,2.7,100,3.6,Political Science
Alexandra Wright,1.7,,3.3,Social Work
Marcel-Cristian Voia,3.1,,3.1,Economics
Bill Ding,4.4,,3.5,Architecture
Bradley McFeeters,3.2,100,3.0,Earth Science
Peter Balogh,4.5,,2.3,Social Work
Linda Freeman,3.9,,4.1,Political Science
Cathy Allison,3.3,,2.3,Communication
Steen Sjolander,3.7,,3.6,Engineering
Rebecca Mugford,4.7,,1.9,Psychology
Ely Braun,2.8,,3.5,Religion
Hossein Kavand,1.3,,4.3,Economics
Waltraud O'Brien,2.7,,3.2,Languages
Steffi Retzlaff,4.8,,1.5,German
Deirdre Kelly,4.8,,1.5,Cognitive Science
Rhonda Walker-Sisttie,4.3,,2.6,Communication
Victor Nijimbere,2.8,,3.3,Mathematics
Abra Adamo,3.0,,3.0,Environmental Studies
Aareni Uruthirapathy,3.7,,2.7,Business
Alan Echenberg,4.5,,2.5,Journalism & Communication
Michelle Mann,4.7,,2.6,Law
Banna Alia R. El,4.6,,2.2,Business
Robert Dick,2.5,,3.6,Physics
Andrea Howard,2.1,,3.7,Psychology
Kathryn Oakley,2.1,,3.7,Psychology
Peter Bishop,3.6,,2.3,Law
Boguslaw Wozniak,2.0,,3.8,Industrial Design
Joseph Boughner,4.3,,2.8,Communication
Menaka Raguparan,2.5,,4.0,Criminology
Carol Payne,4.4,,3.3,Art History
Patrick Hill,3.2,,3.3,Psychology
Silvina Danesi,4.5,,2.5,Political Science
Jason Millar,4.6,,3.0,Philosophy
Andrew Cardozo,4.0,,2.0,Political Science
Mark Ferguson,5.0,,1.7,Music
Roy Hanes,3.3,,3.4,Social Work
Claire Samson,3.3,,2.8,Science
Shashank Pant,4.2,,2.7,Mechanical Engineering
Siva Pal,1.7,,4.3,Business
Josh Greenberg,4.1,,3.0,Communication
Charles Gibney,4.3,,2.4,Sociology & Anthropology
Jordan Dodd,4.2,,2.9,Philosophy
Marcus Pistor,3.3,,4.2,Political Science
Jihan Abbas,5.0,,1.0,Social Work
Chul Guy Park,2.8,,3.1,Mathematics
Nils-Frederic Wagner,4.0,,2.3,Philosophy
Mike Tremblay,5.0,,4.0,Music
sarah culpeper,2.5,,2.0,Music
Rania Agil,4.5,,3.0,Chemistry
Naomi Cappuccino,3.4,,3.3,Science
Kathleen Gilmour,4.1,,3.5,Biology
Chantal Clement,4.2,,3.2,Political Science
Giovanni Viglietta,2.9,,4.0,Computer Science
Brian Given,3.9,,2.3,Anthropology
Saul Schwartz,2.1,,3.9,Public Affairs
Mohammad El-Tannany,3.2,,2.9,Engineering
Kevin De Laplante,3.0,,1.0,Philosophy
Gary Barnes,4.5,,1.9,Law
Cecilia Taiana,3.4,,2.9,Social Work
Gerald Demontigny,4.5,,2.0,Social Work
Kathryn O'Hara,2.1,,3.4,Journalism
Charles Nasmith,5.0,,2.0,Biology
Benjamin Steinberg,4.1,,2.6,Mathematics
Brian McKillop,3.3,,2.8,History
Greg Andonian,3.6,,2.8,Architecture
Elaine Keillor,3.2,,3.8,Music
Gholamreza Fathifazl,4.5,,3.0,Engineering
Matthew MacDonald,4.5,,2.5,Political Science
Christopher Waddell,4.7,,2.2,Communication
Joel Harden,2.8,,3.0,Law
Herbert Saravanamuttoo,4.3,,2.7,Aerospace Studies
John Bellamy,4.4,,2.8,History
Behnam Behnia,4.0,,2.5,Social Work
Simon Doyle,3.0,,2.5,Journalism Communication
Lerna Pehlivan,2.9,,3.5,Mathematics
Aayah Shadad,4.6,,1.7,International Affairs
Mitchell Frank,4.4,,2.5,Fine Arts
Christian Caron,4.5,,1.8,Criminology
Graciela Silveira,1.8,,4.0,Law
Nathalie Chaly,1.7,,4.6,Biology
Robert Bell,3.6,,3.3,Engineering
Sultan Ahmed,4.8,,2.0,Economics
Scott Hannant,4.2,,3.4,Journalism & Communication
Christopher Morrison,5.0,,2.0,Religious Studies
Abdelfettah Elkchirid,3.3,,2.5,Social Work
Maria Rasouli,3.9,,2.6,Business
Marcie Penner-Wilger,4.3,,3.0,Cognitive Science
David Wood,4.9,,1.8,Languages
Aysegul Ergul,4.8,,3.2,Political Science
Corrie Vendetti,5.0,,3.0,Psychology
Owen Kelly,3.9,,3.1,Psychology
Matthew Kennedy,4.4,,2.9,Mathematics
Solomon Aklilu,2.0,,3.9,Economics
Robert Chawla,2.2,,3.3,Computer Science
Ryan Griffin,4.5,,2.0,Engineering
Sarah Cebulski,5.0,,4.0,Cognitive Science
Fraser MacQuarrie,3.2,,2.9,Computer Science
Adje Van De Sande,4.3,,2.8,Social Work
Gal Podjarny,1.4,,4.3,Child & Family Studies
Don Swartz,2.5,,4.0,Public Affairs
Jane Freeland,2.5,,2.5,Law
Bruce Campbell,4.1,,2.9,Physics
Daniel Feszty,4.3,,2.1,Engineering
Michele Faragalli,4.7,,2.0,Engineering
Geraldine Finn,3.3,,2.2,Music
Anna Purkey,2.8,,4.1,Law
Milad Dakka,3.0,,1.5,Electronics
Ralph Calistro,2.3,,3.9,English
Leo Russomanno,4.5,,2.4,Law
Lyndsay Gray,4.0,,3.0,Sociology Anthropology
Corey Stevenson,2.6,,3.5,Film
Pinelopi Makrodimitris,3.8,,2.4,Law
Shawn Graham,4.5,,2.8,History
Alex Jeglic,4.2,,3.6,Law
Zuzanna Pick,2.4,,3.6,Film
Julie Dempsey,4.3,,2.4,Psychology
Christopher McNaught,3.7,,2.2,Law
Andrea Garzoni,2.9,,2.7,Economics
Robert Myhara,1.5,,3.0,International Politics
Andrew Webster,3.0,,3.6,Social Work
Peter Milne,4.8,,2.0,Linguistics
Garth Sheriff,4.6,,2.4,Business
David McGovern,1.0,,3.5,Civil Engineering
Jillian Henderson,2.8,,2.8,Physics
Christian Carron,4.5,,1.9,Sociology & Anthropology
Murray Leeder,4.3,,2.5,Film
Pooja Parmar,3.0,,3.0,Law
Gubhinder Kundhi,3.1,,3.9,Economics
Danesh Nourzadeh,2.3,,5.0,Civil Engineering
Biana Laguardia,3.3,,2.7,Languages
Annette Isaac,2.5,,2.3,Political Science
Bruce Mabley,3.6,,3.0,Law
Jean Daudelin,3.1,,3.9,International Studies
Christian Jaekl,2.9,,3.3,Law
Arnd Bohm,2.3,,3.0,English
Beatriz Peraza Lopez,1.5,,4.0,Economics
Nikita Lyssenko,4.8,,1.0,Economics
Glen Toner,3.9,,3.4,Public Administration
Mark Phillips,3.8,,3.4,History
Kyoko Hattori,5.0,,1.4,Psychology
Rashmi Luther,2.6,,3.4,Social Work
Faruk Uygul,3.9,,2.5,Mathematics
Amin Gheibi,4.0,,3.2,Computer Science
Derek Noon,5.0,,3.0,Communication
Karina Lange,4.8,,1.0,Civil Engineering
Stephanie Mullen,3.6,,2.3,Political Science
Christoper Smelser,4.5,,1.7,Electronics
Deborah Moore,4.6,,2.3,English
Mika Yoshimoto,2.7,,2.3,Languages
Trevor Findlay,1.4,,4.9,International Affairs
Robert Fournier,3.3,,2.4,Languages
Sam Malconian,4.0,,3.7,Mathematics
Patricia Reynolds,4.8,,1.4,Communication
Gordon Digiacomo,2.2,,4.1,Political Science
Emily Truman,3.8,,2.0,Communication
Charles Saunders,2.1,0,3.8,Economics
Sabrina Higgins,5.0,,2.5,Classics
Mara Fuentes Avila,2.0,,3.0,Psychology
Christiane Therien,4.4,,2.8,Languages
Jessie Moorman,4.5,,1.7,Psychology
Cl Tan,4.6,,3.0,Engineering
Frederic Carrier,1.5,,4.0,Architecture
Richard Darville,4.2,,2.6,Languages
Sian Reid,2.8,,3.3,Social Science
Lorraine Dyke,4.0,,3.2,Business
Mark Pearcey,4.7,,3.7,Political Science
John Knight,4.6,,2.4,Engineering
Matthew McLennan,4.4,,2.1,Philosophy
Bob Zacharko,2.8,,4.0,Psychology
Ellen Cray,3.7,,3.2,Languages
Perley-Ann Friedman,2.9,,3.3,Business
Harish Kapoor,2.5,,3.1,Business
Pouria Ghods,4.1,,1.3,Engineering
Huntley Schaller,2.8,,3.0,Economics
Bartholomew Paudyn,4.2,,3.6,Political Science
Darryl Leroux,3.1,,3.3,Sociology
Thomas Steffler,4.0,,3.6,English
David Hubka,3.2,,2.2,Political Science
Jen Wrye,4.3,,2.3,Sociology
Gerry Dupont,4.2,,2.6,Business
Sarah Bloomfield,2.9,,3.3,Psychology
Graciela Jasa Silveira,1.8,,2.6,Law
George Kowalski,4.0,,2.6,Economics
Catherine MacNeil,4.0,,1.9,Languages
Fran Kladowsky,2.0,,4.0,Geography
Caleb Lloyd,4.9,,1.8,Psychology
Patrick Murphy,3.3,,2.5,Law
Claudia Lahaie,3.2,,2.2,Social Work
Kelly Quinn,4.7,,2.5,Humanities
Colleen Lundy,4.0,,2.3,Social Work
Gerald Grant,3.8,,2.8,Business
David Walkey,3.0,,3.8,Engineering
Audrey Girouard,4.7,,1.7,Information Technology
Sangita Dubey,4.2,,3.0,Economics
Andrew Marble,3.1,,2.4,Systems Engineering
Marc Tyrrell,2.9,,3.2,Anthropology
Devon Woods,4.2,,2.1,Education
Yanfei Gao,2.3,,2.3,Mathematics
Yoriko Tanno,3.9,,4.4,Music
Ming Tiampo,3.1,,3.1,Fine Arts
Jack McGowan,3.8,,3.0,Business
Athena Buckthought,4.1,,2.7,Psychology
Bridget Brimacombe,2.4,,3.0,Mathematics
Odette Nehza,1.4,,4.2,Earth Science
Richard Vanloon,4.0,,1.3,Public Administration
Rosemary Ellen Daniels,4.2,,2.5,English
Ian Prattis,3.4,,3.5,Anthropology
Sg Prus,3.7,,2.2,Sociology
Sarah Marquardt,4.5,,2.0,Philosophy
Karen Conty,4.0,,3.0,Architecture
Eric Henry,4.9,,2.1,Sociology & Anthropology
Tom Everett,4.0,,3.0,Communication
Michele Martin,2.2,,3.8,Communication
John Poland,4.9,,2.8,Mathematics
Krystel Carrier,2.6,,2.7,Political Science
Inder Mann,1.8,,3.3,Business
Wade Rose,4.8,,2.4,Business
Andrew Connolly,2.5,,4.0,English
Diane Huberman-Arnold,3.1,,3.3,Business
Lawrence Buhagiar,3.8,,2.5,Law
Lesley Copeland,4.6,,2.3,Political Science
Paul O'Reilly,3.4,,2.4,Biology
Sarah Todd,4.0,,3.6,Social Work
Les Melamed,2.3,,3.6,Business
Maria Biezma Garrido,2.8,,2.8,Linguistics
Joseph Selvaratnam,4.3,,2.5,Law
Frank Ulbrich,4.9,,2.5,Business
Avi Parush,3.0,,2.7,Psychology
Jennifer Kilty,3.8,,3.5,Criminology
Mehrdad Kalantar,4.1,,2.5,Mathematics
Peter Swan,3.2,,3.8,Law
Eric Jardine,3.3,,4.0,International Affairs
Leslie Melarned,2.3,,4.0,Business
Bruce Squires,5.0,,3.0,Business
Susan Logie,3.2,,4.2,Languages
Margaret Denike,4.8,,4.0,Humanities
Julie Dempsley,5.0,,1.5,Psychology
Wendy Donner,2.9,,2.6,Philosophy
Christine Frank,5.0,,1.0,Psychology
Richard Taylor,3.2,,1.3,Earth Science
Nadine Wittig,2.5,,4.0,Earth Science
Mary Francoli,3.8,,2.8,Communication
Steve Rifkin,3.4,,3.0,Film
Kathryn Bortolussi,2.0,,2.5,Law
Janna Fox,4.7,,2.8,Linguistics
Daniel Osabu-Kle,3.1,,2.6,Political Science
George Chouchani,4.6,,2.3,Linguistics
Samina Saifuddin,2.7,,2.6,Business
Hongshuai Dai,4.0,,1.0,Mathematics
Bruce Curtis,2.9,,3.6,Social Science
Laura Gover,4.8,,2.0,Business
Michael Dorland,3.2,,2.5,Communication
John Maker,3.8,,2.8,History
Janet Meyer,1.5,,5.0,Applied Language Studies
Paolo Voltolini,4.2,,1.4,Italian
Salehin Chowdhury,2.2,,4.0,Mathematics
Catherine Khordoc,5.0,,2.0,French
Mohamedou Ould,3.0,,1.5,Political Science
Mohsen Nasrin,3.5,,1.5,Film
Ronald Saunders,4.1,,3.1,Law
Colette Osborne,3.0,,3.9,French
Pascale Gaulin,5.0,,2.3,French
Ryan Chlebak,4.5,,2.0,Biology
Kelly Crossman,4.4,,3.0,Architecture
Zacharia Ilboudo,2.3,,3.0,French
Sepand Jazzi,4.0,,2.0,Business
Jeff Sallot,2.4,,3.0,Journalism
Martha Skeggs,4.4,,3.0,Business
Thomas Kruger,5.0,,3.0,German
Solveiga Armoskaite,2.4,,3.8,Linguistics
Hilary Becker,3.8,,3.0,Business
Brad Hutt,4.5,,3.0,Architecture
F. Oppacher,3.1,,4.0,Computer Science
Dunkin Jess,3.8,,2.3,History
Patrick O'Neil,4.8,,2.5,Psychology
Stanley Winer,1.0,,4.8,Public Policy
Lyn Campbell,3.6,,3.8,Law
Micheal Bussiere,5.0,,1.5,Music
Kenneth Xi,2.5,,3.3,Finance
Barbara Bruce,4.2,,4.2,English
Fred Michel,4.7,,2.8,Science
Ken Torrance,4.1,,2.6,Geography
Jessica Azevedo,4.7,,3.3,Women's Studies
Darryl Ross,4.6,,3.2,Sociology
Ruby Dagher,3.9,,2.0,Public Policy
Allison Burnett,4.8,,3.5,Business
Shawn Smith,3.9,,3.1,Business
Melissa Aronczyk,4.2,,2.8,Communication
Rajiv Prasad,3.4,,2.8,Law
Marilyn Barber,3.4,,2.7,History
Shlomit Jacobson,2.6,,2.5,Psychology
Paul Davidson,3.1,,3.0,Law
Marianne Campeau-Devlin,3.0,,3.5,French
David Nostbakken,4.0,,1.0,Communication
David Perry,3.0,,3.0,Political Science
Mariko Klasing,3.8,,2.8,Economics
Tara Collins,4.5,,1.3,Child & Family Studies
Ghani Razaqpur,3.4,,3.0,Engineering
Kanta Marwah,2.9,,3.5,Economics
Michael Mulroney,2.3,,3.3,Social Work
Armand Garnet Ruffo,3.9,,3.3,English
Sean McGrath,4.3,,2.3,Business
Thomas Harris,3.9,,3.2,Earth Science
Jon Pammett,3.0,,3.0,Political Science
Jennifer Coffie,4.1,,2.3,Political Science
David Colleto,4.3,,3.8,Communication
Anupam Das,2.1,,2.8,Business
Jean-Guy Godin,3.1,,2.6,Biology
Jacques Albert,3.8,,4.3,Engineering
Nick Papadopoulos,3.4,,3.8,Marketing
Nicholas Touikan,1.0,,4.5,Mathematics
David Tough,5.0,,2.0,History
Paul Reed,3.5,,3.0,Sociology & Anthropology
Arch Ritter,2.7,,3.3,Economics
Barbara Carroll,2.5,,2.3,Social Work
Carol Miles,4.1,,2.3,Psychology
Tom Sherratt,4.3,,1.7,Biology
Ildi Munro,3.0,,3.3,Geology
Debora Lopreite,3.3,,2.9,Political Science
Aouatif Iouzzi,4.5,,2.0,Applied Language Studies
Rowan Thomson,5.0,,2.0,Physics
Lynne Young,3.9,,2.8,Languages
Nsakanda Luntala,1.0,,5.0,Business
Alison Buchanan,2.8,,3.4,English
Mythili Rajiva,1.9,,2.6,Sociology
Mitch Murphy,2.9,,2.0,Business
Gundel Lake,4.5,,3.0,Social Work
Kelly-Anne Maddox,4.8,,2.0,French
Louisa Garib,5.0,,2.7,Law
Graham Eatherley,5.0,,1.0,Systems Engineering
Chitra Sekhar,3.0,,2.0,Child & Family Studies
Marie Sukunda,4.6,,2.3,French
Mahin Tavakoli Khomeini,3.5,,2.0,Psychology
Mariam Lankoande,2.5,,1.0,Economics
Gita Laidler,3.1,,3.1,Geography
Taslim Mallick,2.0,,4.0,Mathematics
Joe Lipsett,3.1,,3.0,Film
Stephen Ferris,4.5,,2.5,Economics
Andrea Manuela Popovici,2.8,,4.0,Interdisciplinary Studies
Angella Carr,2.5,,3.2,Art History
Hans-Martin Jaegar,4.0,,2.0,Political Science
Moyra McDill,4.6,,2.4,Engineering
Alan Martin,0.0,,0.0,Journalism & Communication
Stewart Peck,2.4,,3.7,Science
Kelly Taylor,2.9,,3.8,Psychology
Burkan Isgor,4.5,,2.4,Engineering
Mahmood Iqbal,1.3,,3.8,Economics
Dan Webb,5.0,,1.0,Political Science
Kayvan Miri Lavassani,4.8,,1.7,Business
Robinson Chandiraraj,2.3,,3.3,Mathematics
Shevaun Corey,2.8,,3.3,Psychology
Gabriel Sawakuchi,3.7,,2.7,Physics
Elliot Tepper,2.7,,3.3,Political Science
John Sinclair,2.5,,3.6,Science
Sui Sui,4.6,,1.4,Economics
Michael Hart,4.6,,3.0,International Studies
C N. Sargent,5.0,,4.0,Law
Michael Graydon,4.6,,1.8,Sociology & Anthropology
Andrew W. Hurst,3.0,,4.0,International Politics
Sadia Naz,3.6,,3.5,Political Science
Jim Doyle,4.2,,3.4,Business
Erin McUaig,2.5,,4.0,Sociology & Anthropology
Michael Baker,3.9,,2.6,Film
Katherine Arnup,4.4,,2.4,Canadian Studies
Sarah Glassford,4.6,,1.8,History
Alan Hunt,3.1,,3.3,Social Science
Carlene Belford,3.4,,1.4,Economics
Maria Inmaculada Romero Rueda,2.8,,2.0,Spanish
Pak Keung Chan,1.5,,3.0,Mathematics
Martin Conley-Wood,5.0,,4.0,Political Science
Logan Atkinson,4.1,,3.2,Law
Anthony Bellomo,4.0,,3.0,Business
David Thomson,3.9,,2.5,Mathematics
Chris Hassall,2.5,,2.0,Biology
John Foster,2.0,,2.0,Sociology & Anthropology
Jeremy MacDonald,3.8,,2.0,Mathematics
Dragos Popa,3.7,,3.0,Political Science
Roland Jeffreys,3.5,,3.0,Humanities
Jennifer Schellinck,4.0,,2.0,Cognitive Science
Behnam Hajian,2.7,,3.3,Computer Science
Jonathan C Beddoes,4.0,,3.1,Engineering
Shelley Rabinovich,3.8,,2.0,Women's Studies
Fatemeh Givechian,2.5,,2.3,Anthropology
Suna Eraslan,3.0,,1.0,Not Specified
Sheryl Boyle,3.7,,2.9,Architecture
Scott Streiner,4.9,,2.2,Political Science
Lee MacLean,3.4,,2.6,Political Science
Micheal Kocsis,3.0,,2.5,Philosophy
Abolfazl Monadi,3.9,,2.8,Mathematics
Brian Burns,3.1,,3.4,Design
Lidia Nikitina,4.5,,1.0,Mathematics
Rosemary Warskett,4.3,,2.3,Law
Katie Cholette,3.2,,3.8,Art History
Robert Evans,3.6,,3.3,Art History
Maria Romero,4.5,,2.5,Linguistics
Matt Brillinger,4.2,,1.9,English
Nabarun Roy,2.1,,4.0,Political Science
Christopher Fredette,4.9,,2.8,Not Specified
Hamdi Tunc,3.5,,2.7,Political Science
Ralph Michaelis,4.8,,3.0,Business
Anahit Armenakyan,3.0,,4.0,Business
Bruce Burlton,4.3,,1.7,Engineering
Anton Deruiter,4.5,,3.0,Mechanical Engineering
Melissa White,4.9,,3.5,Interdisciplinary Studies
Dwyane Winseck,2.8,,4.8,Communication
R. Lovejoy,4.2,,2.3,English
Babak Moazzez,5.0,,2.0,Mathematics
Hector MacKenzie,3.8,,3.4,History
E U Choudhri,3.6,,2.4,Economics
Ronald Corvari,3.0,,4.5,Economics
Dominic Bergeron,1.0,,3.0,Biology
Diana Cheng,1.5,,3.0,Architecture
Derek Fisher,4.9,,2.8,Psychology
Edina Torlakovic,4.0,,3.0,Computer Science
Osama Aboul-Magd,4.0,,1.0,Systems Engineering
Julian Wolfe,5.0,,2.7,Philosophy
Ning Du,2.0,,2.5,Communication
Jenelle Power,4.5,,1.9,Psychology
David Sinclair,4.3,,1.5,Physics
Tito Migabo,1.1,,2.0,Biology
Anuradha Varier,1.9,,2.7,Biology
Lois Sweet,3.5,,3.2,Communication
John Shiga,4.2,,3.2,Communication
Matt Edwards,4.5,,2.0,Architecture
Youssef Youssef,4.5,,2.0,Business
Shawn Menard,4.0,,3.2,Criminology
Mike Fox,4.7,,2.2,Geography
Murray Cooke,4.0,,2.4,Political Science
Judith Godin,4.3,,3.4,Psychology
Ian Cullwick,4.1,,3.4,Business
Naomi Campbell,2.5,,4.0,Biology
Iain McKenna,3.3,,2.2,Philosophy
Jon Tunnicliffe,3.3,,3.3,Geography
Kate Higginson,4.5,,2.5,English
W Thorngate,4.2,,2.1,Psychology
Nicholas Watier,4.8,,1.7,Psychology
Amy Demone,5.0,,2.0,History
Marc Pigeon,3.7,,4.0,Communication
Aziz Khanchi,2.5,,3.5,Mathematics
C. K. Fong,2.2,,3.4,Mathematics
Anthony Kinik,3.5,,2.5,Communication
Thomas Zenisek,3.8,,2.2,Business
Sam Aggrey,2.9,,2.8,Sociology
David Mastey,4.7,,2.7,English
Catherine McKercher,3.7,,2.8,Communication
S Waldman,3.7,,2.5,English
Christine Eckholst,3.6,,2.8,Women's Studies
Michael McTyre,1.0,,4.5,Business
Valerie Percival,4.3,,2.7,International Politics
Willow Scobie,3.3,,3.1,Sociology
Vess Staminova,3.3,,3.0,Psychology
Wanda Gabriel,4.0,,1.3,Social Work
Sara McVie,3.5,,4.0,English
Lucie Fontein,2.9,,3.3,Architecture
Shahzad Khan,2.0,,3.0,Information Technology
Fred Goodwin,4.8,,3.4,History
Sara Bannerman,5.0,,1.0,Law
Kerry Rennie,4.9,,2.5,Psychology
Jason Aston,4.1,,2.4,Economics
Doug Smith,3.3,,2.3,Economics
Sinclair Robinson,4.1,,2.4,Languages
Rachel A. Oommen,2.6,,2.8,Psychology
Owen Temby,5.0,,2.8,Political Science
Yuliya Martsynyuk,2.9,,2.9,Mathematics
Josh Beer,4.3,,2.7,English
Amin Sakzad,2.7,,1.3,Mathematics
Taoufik Allaham,3.8,,3.4,Business
Tim Wightman,3.2,,2.0,Law
Shereen Ismael,3.9,,3.4,Social Work
Benjamin Shaer,2.6,,4.0,Law
Saalem Humayun Humayun,1.5,,3.0,Film
Eli MacLaren,4.5,,2.0,English
Stefan Dodds,4.3,,3.1,Economics
A. W. Halsall,2.9,,4.2,Languages
Pear A. Bhuiyan,1.0,,3.0,Computer Science
Lynda Dupuis,4.3,,2.2,Languages
Michael Eamon,4.9,,3.5,History
Fuchun Li,4.8,,2.0,Economics
Nicole Roberts,5.0,,2.0,Psychology
Robert Thomson,2.9,,3.7,Cognitive Science
EM Standen,5.0,,4.0,Biology
Soheila Bashardoust,2.7,,2.8,Computer Science
Peter Wright,1.0,,5.0,Business
Stephen Augustine,4.9,,2.2,Canadian Studies
Judith Fabian,4.0,,3.0,Political Science
Diane George,4.0,,2.0,Law
Michel Dumontier,3.5,,4.0,Biology
Jacqueline Lewis,5.0,,2.5,Law
Dave Arnold,4.8,,2.9,Computer Science
Kathryn Harvey,1.2,,2.7,History
Maher Nofal,4.8,,1.0,Aerospace Studies
Vahide Pekel,1.8,,3.1,Political Science
Douglas Adlard,2.3,,2.6,Law
Jeffrey McCully,2.6,,4.4,Law
Maria Cristina Sabourin Jovel,3.1,,3.1,Economics
Dmitry Lysenko,3.0,,3.0,Economics
Richard Manning,2.9,,3.6,Philosophy
Cheryl Picard,3.4,,3.3,Law
Waad Subber,5.0,,3.0,Engineering
Anna Piekarski,5.0,,1.0,Law
Keith Egli,2.4,,3.1,Law
Stacey Anderson,2.8,,3.7,Economics
Oana Secrieru,2.0,,5.0,Economics
Rebecca Kukla,3.9,,3.5,Philosophy
Youssef Boudribila,1.0,,5.0,Economics
John Blenkinsop,5.0,,3.0,Earth Science
Meredith Porter,1.0,,4.0,Law
Mike Graydon,4.5,,5.0,Sociology & Anthropology
Kayvan Lavassani,4.5,,2.0,Business
Michelle Devidi,4.9,,1.5,Law
Julian Beltrame,2.6,,2.9,Journalism
Ozgur Colpan,4.5,,1.3,Mechanical Engineering
Seantel Anais,5.0,,3.0,Sociology & Anthropology
Nadia Verrelli,3.4,,3.1,Political Science
Ingela Alger,2.3,,4.0,Economics
Arnold Bohm,2.1,,3.7,English
Sam (salvatore R.) Sgabellone,4.3,,2.5,Business
Daphne Townsend,5.0,,3.0,Not Specified
Andy Clarke,5.0,,1.7,Journalism & Communication
Ian Wallace,2.6,,3.0,Geography
Tatiana Rousetskaia,3.7,,2.7,Languages
Donald McFetridge,3.4,,3.2,Economics
Nicolai Santoro,4.5,,3.0,Computer Science
Hugh Armstrong,3.4,,2.7,Social Work
Sue Patterson,3.1,,3.5,Science
Frank Elgar,3.8,,2.5,Psychology
Patricia Moise,3.9,,2.3,Law
Susan Aitken,5.0,,2.6,Biology
Sylvie Wisniewski,4.2,,2.7,Film
Ian Nagy,4.6,,3.3,Communication
Pascal Gin,3.4,,4.6,French
Jean-Sebastien Allaire,5.0,,3.0,Music
David Sacks,5.0,,3.0,Journalism & Communication
Aren Hunter,4.4,,2.5,Psychology
Doug Williams,4.3,,2.6,Accounting
Peter Johansen,3.4,,3.3,Journalism
Dave Lepage,4.4,,3.7,Architecture
Aryn Pyke,2.9,,2.3,Philosophy
Adriano Palumbo,4.7,,2.2,Mathematics
David Rogers,2.0,,4.5,Physics
Matthew Post,3.8,,3.0,Business
Sarah Turnbull,1.0,,5.0,Sociology
D Bennett,4.6,,2.3,Geography
Ariane Masuda,4.1,,2.6,Mathematics
Sean K. Carey,4.0,,3.0,Geography
Gurli Woods,4.3,,1.5,English
John Helis,4.0,,1.0,Law
Matthew MacLaren-Young,5.0,,2.0,Psychology
Marie-Jose Ferreira,2.9,,3.5,Communication
Roger Edwards,2.8,,3.4,Engineering
Gina Graziani-Bowering,4.0,,3.8,Biology
Catherine Pacella,2.5,,3.3,Political Science
Patricia Kalyniak,2.7,,4.8,Science
Faiza Hirja,4.1,,3.0,Communication
Nadia Mosleh,3.9,,2.8,English
Ian Broom,4.0,,2.8,Psychology
Michael Jemtrude,3.8,,3.5,Architecture
James Ron,4.5,,3.5,International Politics
Julie Johnson,3.5,,4.0,History
Christina Harrison Baird,3.3,,4.0,Law
Randy Newell,3.3,,4.0,Political Science
Matthew Mayer,4.7,,2.8,History
Rick Clayton,5.0,,3.3,Technology
Irini Ganadry,4.7,,1.7,Mathematics
Clinte Curl,5.0,,2.0,Law
Melanie White,3.3,,4.3,Sociology
Anne Rahming,3.0,,3.1,Political Science
Mike Pisaric,4.3,,2.4,Geography
Kevin Driscoll,3.7,,3.0,Geography
Claire Harrison,1.0,,4.0,Communication
Maureen Korp,2.7,,2.5,Humanities
David Beer,3.3,,2.3,Classics
Barry Rosenfeld,4.2,,1.6,Economics
Ken Hart,1.2,,4.5,Political Science
Phil Gurski,4.6,,4.0,Languages
Majan Ghannad,3.6,,3.4,Architecture
Vyacheslav Zavadsky,4.5,,2.0,Computer Science
Shawn Whitehead,4.5,,2.7,Biology
Rachel Crowder,3.5,,2.7,Social Work
Cheryl Collier,4.6,,2.3,Political Science
David Asner,2.7,,2.8,Physics
Xavier Gutierrez,4.0,,2.0,Spanish
Pauline McKenzie-Aucoin,3.2,,2.6,Anthropology
Holly Donohoe,4.5,,3.6,Geography
Serena Petrella,3.2,,3.0,Sociology
Darcy Litteljohn,3.4,,3.0,Psychology
Nancy Doubleday,2.0,,1.8,Geography
Del Muise,3.0,,2.0,History
Gilbert Hartley,2.7,,3.2,Engineering
Shu Hui Wu,2.5,,3.3,Psychology
Mohamed Mostafa,4.8,,2.0,Civil Engineering
Lynne Wolfson,3.6,,2.3,Mathematics
Robert Bailey,4.3,,2.0,Not Specified
Pauline Rankin,3.6,,3.8,Political Science
Marc Raymond,3.7,,2.6,Film
Obi Aginam,3.7,,2.2,Law
Duncan McDowall,4.1,,2.8,History
